Timestamp,Power (w/kg),Form Power (w/kg),Air Power (w/kg),Watch Speed (m/s),Stryd Speed (m/s),Watch Distance (meters),Stryd Distance (meters),Stiffness,Stiffness/kg,Ground Time (ms),Cadence (spm),Vertical Oscillation (cm),Watch Elevation (m),Stryd Elevation (m),Ground Time Balance,Vertical Oscillation Balance,Leg Spring Stiffness Balance,Impact Loading Rate Balance,Vertical Ratio
1741808754,3.038073902439024,0.9544391463414633,0,2.911,0,275.51001,0,9.5,0.1277066463414634,282,166,6.875,21.6,0,0,0,0,0,6.534115209519374
1741808755,3.064959512195122,0.9544391463414633,0,2.967,0,278.59,0,9.5,0.1277066463414634,276,166,6.875,21.6,0,0,0,0,0,6.4107943790154875
1741808756,3.064959512195122,0.9544391463414633,0,2.958,0,281.48001,0,9.5,0.1277066463414634,276,166,6.875,21.6,0,0,0,0,0,6.430281716487709
1741808757,3.064959512195122,0.9544391463414633,0,2.948,0,284.62,0,9.5,0.1277066463414634,274,166,6.875,21.6,0,0,0,0,0,6.45212755973497
1741808758,3.0784023170731705,0.9544391463414633,0,2.976,0,287.79999,0,9.5,0.1277066463414634,274,166,6.875,21.6,0,0,0,0,0,6.391424799657884
1741808759,3.064959512195122,0.9813247560975609,0,2.948,0,291,0,9.75,0.1310673475609756,274,164,7.375,21.6,0,0,0,0,0,6.837947595823984
1741808760,3.064959512195122,0.9813247560975609,0.013442804878048779,2.948,0,294.17001,0,9.75,0.1310673475609756,274,164,7.375,21.6,0,0,0,0,0,6.837947595823984
1741808761,3.064959512195122,0.9813247560975609,0.013442804878048779,2.948,0,297.31,0,9.75,0.1310673475609756,276,164,7.375,21.8,0,0,0,0,0,6.837947595823984
1741808762,3.1187307317073167,0.9813247560975609,0.013442804878048779,2.967,0,300.64999,0,9.75,0.1310673475609756,276,166,7.25,21.8,0,0,0,0,0,6.760474072416333
1741808763,3.1187307317073167,0.9813247560975609,0.026885609756097557,2.967,0,304.04001,0,9.75,0.1310673475609756,272,166,7.25,21.8,0,0,0,0,0,6.760474072416333
1741808764,3.132173536585366,0.9813247560975609,0.013442804878048779,2.986,0,307.39999,0,9.75,0.1310673475609756,272,166,7.125,21.8,0,0,0,0,0,6.601623304425172
1741808765,3.1187307317073167,0.9678819512195121,0.013442804878048779,2.976,0,310.70001,0,9.625,0.1293869969512195,272,166,7.25,21.8,0,0,0,0,0,6.740047970548314
1741808766,3.091845121951219,0.9678819512195121,0.013442804878048779,2.948,0,313.76001,0,9.625,0.1293869969512195,274,166,7.25,21.8,0,0,0,0,0,6.804061790265969
1741808767,3.091845121951219,0.9678819512195121,0.013442804878048779,2.921,0,316.79001,0,9.625,0.1293869969512195,276,166,7.125,21.8,0,0,0,0,0,6.748565041959499
1741808768,3.051516707317073,0.9678819512195121,0.013442804878048779,2.865,0,319.70999,0,9.625,0.1293869969512195,276,168,7,21.8,0,0,0,0,0,6.841215390779997
1741808769,3.0246310975609756,0.9678819512195121,0.013442804878048779,2.827,0,322.41,0,9.625,0.1293869969512195,276,168,7,22,0,0,0,0,0,6.933164296184778
1741808770,3.0246310975609756,0.9544391463414633,0.013442804878048779,2.837,0,325.20001,0,9.625,0.1293869969512195,284,168,6.875,21.8,0,0,0,0,0,6.785365324069049
1741808771,3.064959512195122,0.9544391463414633,0.013442804878048779,2.837,0,328.25,0,9.625,0.1293869969512195,282,168,6.75,22,0,0,0,0,0,6.661995045449611
1741808772,3.159059146341463,0.9409963414634146,0.013442804878048779,2.902,0,331.31,0,9.625,0.1293869969512195,282,168,6.75,22.2,0,0,0,0,0,6.512740850805168
1741808773,3.2128303658536583,0.9409963414634146,0.026885609756097557,2.939,0,334.32001,0,9.625,0.1293869969512195,280,168,6.75,22.4,0,0,0,0,0,6.430776266148395
1741808774,3.2128303658536583,0.9409963414634146,0.026885609756097557,2.939,0,336.95999,0,9.625,0.1293869969512195,278,168,6.75,22.4,0,0,0,0,0,6.430776266148395
1741808775,3.172501951219512,0.9409963414634146,0.026885609756097557,2.883,0,339.42999,0,9.625,0.1293869969512195,278,168,6.875,22.2,0,0,0,0,0,6.677091022104813
1741808776,3.172501951219512,0.9409963414634146,0.026885609756097557,2.809,0,341.87,0,9.625,0.1293869969512195,278,168,6.875,22.2,0,0,0,0,0,6.853001864016507
1741808777,3.1187307317073167,0.9409963414634146,0.026885609756097557,2.809,0,344.67999,0,9.625,0.1293869969512195,278,168,6.875,22.2,0,0,0,0,0,6.853001864016507
1741808778,2.984302682926829,0.9409963414634146,0.026885609756097557,2.687,0,347.81,0,9.625,0.1293869969512195,286,168,6.875,22.2,0,0,0,0,0,7.1641448876662075
1741808779,2.8767602439024387,0.9409963414634146,0.013442804878048779,2.669,0,351.26001,0,9.625,0.1293869969512195,290,168,6.875,22.2,0,0,0,0,0,7.212471543521365
1741808780,2.8767602439024387,0.9409963414634146,0.013442804878048779,2.669,0,354.54999,0,9.625,0.1293869969512195,290,168,6.875,22,0,0,0,0,0,7.212471543521365
1741808781,2.9708598780487803,0.9409963414634146,0.026885609756097557,2.799,0,357.69,0,9.625,0.1293869969512195,290,168,6.875,22,0,0,0,0,0,6.877475891320875
1741808782,2.9708598780487803,0.9409963414634146,0.026885609756097557,3.07,0,360.87,0,9.625,0.1293869969512195,280,168,6.875,21.8,0,0,0,0,0,6.270350136351614
1741808783,3.2128303658536583,0.9275535365853658,0.04032841463414634,3.07,0,364.09,0,10.125,0.13610839939024388,264,168,7.25,21.8,0,0,0,0,0,6.612369234698066
1741808784,3.2128303658536583,0.9275535365853658,0.053771219512195115,3.21,0,367.54001,0,10.125,0.13610839939024388,264,168,7.25,21.8,0,0,0,0,0,6.323979658592325
1741808785,3.4279152439024387,0.9275535365853658,0.053771219512195115,3.256,0,370.95999,0,10.125,0.13610839939024388,256,168,7.25,21.8,0,0,0,0,0,6.234628416146398
1741808786,3.4279152439024387,0.9275535365853658,0.053771219512195115,3.247,0,374.32999,0,10.125,0.13610839939024388,256,168,7.25,21.6,0,0,0,0,0,6.2519402573212375
1741808787,3.41447243902439,0.9275535365853658,0.04032841463414634,3.256,0,377.67001,0,10.125,0.13610839939024388,254,168,7.25,21.6,0,0,0,0,0,6.234628416146398
1741808788,3.4279152439024387,0.9275535365853658,0.053771219512195115,3.256,0,381.10001,0,10.125,0.13610839939024388,252,168,7.25,21.8,0,0,0,0,0,6.234628416146398
1741808789,3.4413580487804873,0.9275535365853658,0.08065682926829268,3.256,0,384.53,0,10.125,0.13610839939024388,250,168,7.25,21.8,0,0,0,0,0,6.234628416146398
1741808790,3.4413580487804873,0.9275535365853658,0.08065682926829268,3.275,0,387.85001,0,10.125,0.13610839939024388,250,168,7.25,21.8,0,0,0,0,0,6.1984884237885165
1741808791,3.5220148780487803,0.9275535365853658,0.08065682926829268,3.312,0,391.09,0,10.125,0.13610839939024388,248,168,7.25,21.8,0,0,0,0,0,6.129212248279593
1741808792,3.5892289024390243,0.9947675609756097,0.10754243902439023,3.34,0,394.48001,0,10.5,0.1411494512195122,246,172,7.125,22,0,0,0,0,0,6.115249931337545
1741808793,3.5892289024390243,0.9947675609756097,0.10754243902439023,3.35,0,397.94,0,10.5,0.1411494512195122,246,172,7.125,22,0,0,0,0,0,6.09703919219579
1741808794,3.575786097560975,0.9947675609756097,0.10754243902439023,3.331,0,401.34,0,10.5,0.1411494512195122,246,172,7.125,22,0,0,0,0,0,6.131775073581301
1741808795,3.548900487804878,0.9947675609756097,0.10754243902439023,3.303,0,404.69,0,10.375,0.1394691006097561,248,170,7.375,22,0,0,0,0,0,6.326345045292342
1741808796,3.535457682926829,0.9947675609756097,0.10754243902439023,3.284,0,408.01001,0,10.5,0.1411494512195122,248,170,7.25,22,0,0,0,0,0,6.2550687626179835
1741808797,3.535457682926829,0.9947675609756097,0.10754243902439023,3.284,0,411.47,0,10.5,0.1411494512195122,248,170,7.25,22,0,0,0,0,0,6.2550687626179835
1741808798,3.575786097560975,0.9947675609756097,0.09409963414634145,3.331,0,415.29001,0,10.5,0.1411494512195122,248,174,7,22,0,0,0,0,0,6.094269645313506
1741808799,3.5892289024390243,0.9947675609756097,0.09409963414634145,3.35,0,419.14999,0,10.375,0.1394691006097561,248,174,7,21.8,0,0,0,0,0,6.059714154626592
1741808800,3.5892289024390243,0.9947675609756097,0.09409963414634145,3.378,0,423.35999,0,10.375,0.1394691006097561,248,174,7,21.8,0,0,0,0,0,6.009460607985715
1741808801,3.643000121951219,0.9813247560975609,0.09409963414634145,3.424,0,427.82001,0,10.375,0.1394691006097561,248,174,7,21.8,0,0,0,0,0,5.928736586233474
1741808802,3.8043137804878047,0.9813247560975609,0.09409963414634145,3.602,0,433.04001,0,10.25,0.13778875,248,174,7,21.6,0,0,0,0,0,5.6357532184176415
1741808803,4.07316987804878,0.9813247560975609,0.08065682926829268,4.311,0,444.14999,0,10.25,0.13778875,238,178,7,21.6,0,0,0,0,0,4.817121425867942
1741808804,4.51678243902439,0.9813247560975609,0.08065682926829268,4.311,0,444.14999,0,10.25,0.13778875,214,178,7,21.6,0,0,0,0,0,4.817121425867942
1741808805,4.920066585365853,0.9947675609756097,0.12098524390243902,4.74,0,449.98999,0,10.125,0.13610839939024388,202,182,7.125,21.6,0,0,0,0,0,4.559591460605129
1741808806,5.377121951219512,1.0082103658536585,0.12098524390243902,5.179,0,456.17001,0,10.25,0.13778875,202,186,7.125,21.6,0,0,0,0,0,4.264807111004699
1741808807,5.686306463414634,1.0082103658536585,0.22852768292682926,5.449,0,462.63,0,10.25,0.13778875,182,186,7.125,21.6,0,0,0,0,0,4.0535005177102414
1741808808,5.914834146341463,1.035095975609756,0.30918451219512194,5.626,0,469.06,0,10.25,0.13778875,180,190,7.125,21.6,0,0,0,0,0,4.01040171560764
1741808809,6.049262195121951,1.0485387804878048,0.30918451219512194,5.682,0,475.51999,0,10.25,0.13778875,180,190,7.125,21.6,0,0,0,0,0,3.9708636140710687
1741808810,6.049262195121951,1.0485387804878048,0.30918451219512194,5.738,0,481.56,0,10.25,0.13778875,180,190,7.125,21.2,0,0,0,0,0,3.932119205298013
1741808811,6.291232682926829,1.0619815853658536,0.30918451219512194,5.757,0,487.45999,0,10.25,0.13778875,180,192,7,21,0,0,0,0,0,3.8909208142029725
1741808812,6.331561097560975,1.0619815853658536,0.30918451219512194,5.757,0,493.35999,0,10.375,0.1394691006097561,180,192,6.875,20.8,0,0,0,0,0,3.8214400853779193
1741808813,6.318118292682926,1.0619815853658536,0.30918451219512194,5.738,0,499.19,0,10.375,0.1394691006097561,180,192,6.875,20.8,0,0,0,0,0,3.8340992236994733
1741808814,6.304675487804878,1.0619815853658536,0.30918451219512194,5.72,0,505.01001,0,10.625,0.14282980182926827,180,192,7,21,0,0,0,0,0,3.916083916083916
1741808815,6.2509042682926825,1.0619815853658536,0.30918451219512194,5.682,0,511.54001,0,10.75,0.14451015243902438,180,192,7.125,20.2,0,0,0,0,0,4.0126602952191615
1741808816,6.2509042682926825,1.0619815853658536,0.4839409756097561,5.692,0,518.12,0,10.75,0.14451015243902438,176,192,7.125,20.4,0,0,0,0,0,4.0056219255094865
1741808817,6.2509042682926825,1.0619815853658536,0.40328414634146337,5.748,0,524.84003,0,10.75,0.14451015243902438,176,192,7.125,20.4,0,0,0,0,0,3.966597077244259
1741808818,6.264347073170732,1.0619815853658536,0.34951292682926827,5.804,0,531.39001,0,10.75,0.14451015243902438,176,192,7.125,21,0,0,0,0,0,3.928325292901447
1741808819,6.264347073170732,1.0619815853658536,0.34951292682926827,5.85,0,537.89001,0,10.25,0.13778875,176,190,7.125,20.8,0,0,0,0,0,3.8568343103980256
1741808820,6.210575853658536,1.0619815853658536,0.2822989024390244,5.906,0,544.26001,0,10.25,0.13778875,174,190,7.125,20.2,0,0,0,0,0,3.820272914935256
1741808821,6.129919024390244,1.0619815853658536,0.22852768292682926,5.925,0,550.97998,0,10.25,0.13778875,174,190,7.125,20.4,0,0,0,0,0,3.808022233505251
1741808822,6.049262195121951,1.0619815853658536,0.16131365853658536,5.878,0,557.65997,0,10.125,0.13610839939024388,174,194,7,20.2,0,0,0,0,0,3.850512118111709
1741808823,5.9282769512195115,1.0619815853658536,0.16131365853658536,5.813,0,564.44,0,10.25,0.13778875,176,192,7,20.6,0,0,0,0,0,3.853437266041309
1741808824,5.901391341463414,1.0619815853658536,0.1344280487804878,5.804,0,571.13,0,10.375,0.1394691006097561,176,192,7.25,20.4,0,0,0,0,0,3.9972432804962095
1741808825,5.874505731707317,1.0619815853658536,0.12098524390243902,5.766,0,577.31,0,10.375,0.1394691006097561,176,192,7.25,21.6,0,0,0,0,0,4.023597706826797
1741808826,5.874505731707317,1.0619815853658536,0.12098524390243902,5.766,0,583.70001,0,10.375,0.1394691006097561,176,190,7.25,21.8,0,0,0,0,0,3.98167878561543
1741808827,5.9417197560975605,1.0754243902439025,0.10754243902439023,5.832,0,589.57001,0,10.375,0.1394691006097561,176,190,7.375,21.8,0,0,0,0,0,4.004495895052344
1741808828,6.008933780487804,1.0754243902439025,0.14787085365853658,5.878,0,595.57001,0,10.375,0.1394691006097561,176,190,7.375,21.6,0,0,0,0,0,3.9731495897554696
1741808829,6.035819390243902,1.0754243902439025,0.14787085365853658,5.878,0,601.32001,0,10.125,0.13610839939024388,176,186,7.625,21.2,0,0,0,0,0,4.021348747185056
1741808830,6.035819390243902,1.088867195121951,0.12098524390243902,5.897,0,607.45001,0,10,0.1344280487804878,176,186,7.75,21.6,0,0,0,0,0,4.074101332099713
1741808831,6.008933780487804,1.088867195121951,0.10754243902439023,5.869,0,613.75,0,10,0.1344280487804878,178,186,7.75,21.4,0,0,0,0,0,4.093533273823043
1741808832,5.887948536585365,1.088867195121951,0.10754243902439023,5.766,0,620.34003,0,10,0.1344280487804878,178,184,7.75,21.8,0,0,0,0,0,4.121858080437396
1741808833,5.887948536585365,1.088867195121951,0.10754243902439023,5.701,0,626.78003,0,10,0.1344280487804878,178,184,7.75,21.4,0,0,0,0,0,4.168863164462997
1741808834,5.7804060975609755,1.10231,0.10754243902439023,5.71,0,632.60999,0,10.125,0.13610839939024388,178,184,7.75,21.6,0,0,0,0,0,4.162280607531848
1741808835,5.766963292682926,1.10231,0.10754243902439023,5.673,0,638.28998,0,10.25,0.13778875,178,186,7.75,22,0,0,0,0,0,4.2349726775956285
1741808836,5.699749268292683,1.10231,0.08065682926829268,5.617,0,643.64001,0,10.375,0.1394691006097561,180,184,7.75,22,0,0,0,0,0,4.231203900351053
1741808837,5.6325352439024385,1.10231,0.053771219512195115,5.561,0,648.40002,0,10.375,0.1394691006097561,180,184,7.75,22,0,0,0,0,0,4.273810639858385
1741808838,5.565321219512195,1.10231,0.053771219512195115,5.468,0,652.78003,0,10.375,0.1394691006097561,182,184,7.75,22,0,0,0,0,0,4.346509332376167
1741808839,5.242693902439024,1.10231,0.053771219512195115,5.085,0,656.59998,0,10,0.1344280487804878,182,182,7.875,22,0,0,0,0,0,4.697650280069436
1741808840,5.242693902439024,1.10231,0.053771219512195115,4.656,0,660.28003,0,10,0.1344280487804878,182,182,7.875,22,0,0,0,0,0,5.130460275579009
1741808841,4.825966951219512,1.10231,0.053771219512195115,4.227,0,663.53003,0,9.875,0.1327476981707317,182,178,7.875,22.2,0,0,0,0,0,5.526975147912382
1741808842,4.436125609756097,1.10231,0.053771219512195115,3.798,0,666.72998,0,9.875,0.1327476981707317,182,178,7.875,22.2,0,0,0,0,0,6.15128649763322
1741808843,3.6295573170731705,1.088867195121951,0.053771219512195115,3.378,0,670.07001,0,9.25,0.12434594512195121,182,168,7.75,22.2,0,0,0,0,0,6.423911872218032
1741808844,3.6295573170731705,1.0754243902439025,0.053771219512195115,3.2,0,673.39001,0,9.25,0.12434594512195121,182,166,7.625,22,0,0,0,0,0,6.5924280020404105
1741808845,3.333815609756097,1.035095975609756,0.053771219512195115,3.088,0,676.60999,0,9.375,0.12602629573170732,182,164,7.5,21.8,0,0,0,0,0,6.638578105084265
1741808846,3.239715975609756,1.035095975609756,0.053771219512195115,3.023,0,679.88,0,9.375,0.12602629573170732,182,164,7.5,22.2,0,0,0,0,0,6.781316117832149
1741808847,3.239715975609756,1.0216531707317071,0.053771219512195115,3.023,0,683.14001,0,9.5,0.1277066463414634,182,164,7.5,21.6,0,0,0,0,0,6.781316117832149
1741808848,3.226273170731707,1.0216531707317071,0.053771219512195115,3.051,0,686.56,0,9.5,0.1277066463414634,182,164,7.5,21.2,0,0,0,0,0,6.719105552668829
1741808849,3.226273170731707,1.0216531707317071,0.053771219512195115,3.032,0,689.84998,0,9.5,0.1277066463414634,182,164,7.5,21.6,0,0,0,0,0,6.761203313891118
1741808850,3.2531587804878046,1.0216531707317071,0,3.051,0,693.10999,0,9.5,0.1277066463414634,270,164,7.5,22.2,0,0,0,0,0,6.719105552668829
1741808851,3.2531587804878046,1.0216531707317071,0,3.088,0,696.54999,0,9.5,0.1277066463414634,270,164,7.5,22,0,0,0,0,0,6.638578105084265
1741808852,3.293487195121951,0.9813247560975609,0,3.098,0,699.92999,0,9.75,0.1310673475609756,270,168,7.25,21.8,0,0,0,0,0,6.552606129624106
1741808853,3.2800443902439023,0.9813247560975609,0,3.079,0,703.34003,0,9.75,0.1310673475609756,270,168,7.25,21.4,0,0,0,0,0,6.593066821868976
1741808854,3.2800443902439023,0.9813247560975609,0,3.126,0,706.76001,0,9.75,0.1310673475609756,270,168,7.25,21.6,0,0,0,0,0,6.49391363542721
1741808855,3.30693,0.9813247560975609,0,3.21,0,710.32001,0,9.75,0.1310673475609756,270,166,7.375,22.2,0,0,0,0,0,6.356443494449425
1741808856,3.374144024390244,0.9813247560975609,0,3.21,0,713.95001,0,9.75,0.1310673475609756,270,166,7.375,22,0,0,0,0,0,6.356443494449425
1741808857,3.374144024390244,0.9813247560975609,0,3.256,0,717.58002,0,9.75,0.1310673475609756,270,166,7.375,21.8,0,0,0,0,0,6.266622481667474
1741808858,3.4279152439024387,0.9813247560975609,0,3.312,0,721.23999,0,9.75,0.1310673475609756,270,166,7.375,21.8,0,0,0,0,0,6.160670280926565
1741808859,3.4951292682926827,0.9947675609756097,0,3.312,0,724.88,0,9.625,0.1293869969512195,256,166,7.375,21.8,0,0,0,0,0,6.160670280926565
1741808860,3.5085720731707313,0.9947675609756097,0,3.331,0,728.64001,0,9.625,0.1293869969512195,256,168,7.375,22,0,0,0,0,0,6.199354426549208
1741808861,3.5085720731707313,0.9947675609756097,0,3.284,0,732.35999,0,9.625,0.1293869969512195,256,168,7.375,22,0,0,0,0,0,6.288048019371451
1741808862,3.4279152439024387,0.9947675609756097,0.026885609756097557,3.238,0,735.89001,0,9.625,0.1293869969512195,262,168,7.375,22,0,0,0,0,0,6.377385574570012
